종목명,종목코드,현재가,등락률(%),시장
탑코미디어,134580,1986,+3.22,KOSDAQ
태경비케이,014580,4835,+1.15,KOSPI
태경산업,015890,5080,-0.78,KOSPI
태경케미컬,006890,8810,-2.00,KOSPI
태광,023160,46000,-0.11,KOSDAQ
태광산업,003240,1190000,+0.00,KOSPI
태림포장,011280,2075,-0.95,KOSPI
태성,323280,75600,-4.91,KOSDAQ
태양,053620,7240,+0.00,KOSDAQ
태양금속,004100,3410,+5.41,KOSPI
태양금속우,004105,4150,+3.62,KOSPI
태영건설,009410,1972,+0.61,KOSPI
태영건설우,009415,10810,-3.48,KOSPI
태웅,044490,58800,+10.94,KOSDAQ
태웅로직스,124560,2580,-1.34,KOSDAQ
태원물산,001420,3035,-0.49,KOSPI
테고사이언스,191420,12230,-1.77,KOSDAQ
테라뷰,950250,6650,-1.77,KOSDAQ
테라사이언스,073640,654,+0.00,KOSDAQ
테라젠이텍스,066700,2960,-2.47,KOSDAQ
테스,095610,86700,+3.21,KOSDAQ
테이팩스,055490,21100,+5.50,KOSPI
테크엘,064520,1840,-1.23,KOSDAQ
테크윙,089030,61300,+6.98,KOSDAQ
텔레칩스,054450,14440,+0.91,KOSDAQ
텔코웨어,078000,16970,+0.41,KOSPI
텔콘RF제약,200230,626,-0.32,KOSDAQ
토니모리,214420,7550,-0.79,KOSPI
토마토시스템,393210,4480,-0.55,KOSDAQ
토모큐브,475960,58600,+5.02,KOSDAQ
토박스코리아,215480,2235,-0.22,KOSDAQ
토비스,051360,18400,+3.95,KOSDAQ
토탈소프트,045340,7280,+1.11,KOSDAQ
톱텍,108230,4445,-3.16,KOSDAQ
투비소프트,079970,596,+0.00,KOSDAQ
툴젠,199800,92500,+10.78,KOSDAQ
트루엔,417790,7820,-1.14,KOSDAQ
트리니티항공,091810,910,-1.62,KOSPI
트윔,290090,6650,-0.30,KOSDAQ
특수건설,026150,6790,+0.44,KOSDAQ
티디에스팜,464280,8870,-4.21,KOSDAQ
티로보틱스,117730,22650,-0.22,KOSDAQ
티비씨,033830,598,-0.17,KOSDAQ
티사이언티픽,057680,2635,-10.98,KOSDAQ
티쓰리,204610,3450,-1.85,KOSDAQ
티씨머티리얼즈,125020,8750,+3.80,KOSDAQ
티씨케이,064760,298500,+1.53,KOSDAQ
티앤알바이오팹,246710,2920,-1.35,KOSDAQ
티앤엘,340570,61500,+0.49,KOSDAQ
티에스넥스젠,043220,1710,+0.00,KOSDAQ
티에스아이,277880,5750,+2.31,KOSDAQ
티에스이,131290,167800,-0.59,KOSDAQ
티에이치엔,019180,7510,-0.40,KOSPI
티에프이,425420,73200,+9.25,KOSDAQ
티엑스알로보틱스,484810,19830,+1.95,KOSDAQ
티엔엔터테인먼트,131100,1294,+0.08,KOSDAQ
티엘비,356860,91900,+5.03,KOSDAQ
티엠씨,217590,30950,+6.91,KOSPI
티와이홀딩스,363280,2800,-1.41,KOSPI
티와이홀딩스우,36328K,4065,-0.37,KOSPI
티움바이오,321550,12550,-4.49,KOSDAQ
티웨이홀딩스,004870,268,-2.90,KOSPI
티이엠씨,425040,19710,+14.86,KOSDAQ
티이엠씨씨엔에스,241790,8530,+2.52,KOSDAQ
티케이지애강,022220,890,-0.45,KOSDAQ
티케이케미칼,104480,2630,-4.01,KOSDAQ
티플랙스,081150,3660,+0.14,KOSDAQ
티피씨글로벌,130740,2070,-3.04,KOSDAQ
팅크웨어,084730,8730,+0.11,KOSDAQ
파두,440110,81200,+3.84,KOSDAQ
파라다이스,034230,15850,+0.00,KOSPI
파라택시스이더리움,290560,1730,-3.62,KOSDAQ
파라택시스코리아,288330,416,+0.00,KOSDAQ
파라텍,033540,1014,-0.49,KOSDAQ
파로스아이바이오,388870,8990,-1.75,KOSDAQ
파루,043200,1045,-1.69,KOSDAQ
파마리서치,214450,339000,+8.13,KOSDAQ
파미셀,005690,20250,+11.82,KOSPI
파버나인,177830,2735,-0.91,KOSDAQ
파세코,037070,9660,-1.23,KOSDAQ
파수에이아이,150900,5600,-1.06,KOSDAQ
파워넷,037030,7440,+29.84,KOSDAQ
파워로직스,047310,5300,+2.32,KOSDAQ
파이버프로,368770,23850,+1.27,KOSDAQ
파이오링크,170790,11200,-1.58,KOSDAQ
파인디앤씨,049120,680,+0.00,KOSDAQ
파인디지털,038950,3485,+0.87,KOSDAQ
파인메딕스,387570,7660,-0.52,KOSDAQ
파인엠텍,441270,10940,+5.39,KOSDAQ
파인테크닉스,106240,2165,+1.17,KOSDAQ
파인텍,131760,1036,+0.00,KOSDAQ
파커스,065690,1501,+2.39,KOSDAQ
파크시스템스,140860,313000,+8.30,KOSDAQ
파트론,091700,7750,-6.40,KOSDAQ
판타지오,032800,342,+0.00,KOSDAQ
팜스빌,318010,3770,+1.89,KOSDAQ
팜스코,036580,3560,+5.33,KOSPI
팜스토리,027710,1438,+4.28,KOSDAQ
팜젠사이언스,004720,4150,-1.07,KOSPI
패션플랫폼,225590,950,+0.00,KOSDAQ
팬스타엔터프라이즈,054300,1148,+4.46,KOSDAQ
팬엔터테인먼트,068050,1570,-2.48,KOSDAQ
팬오션,028670,5640,+1.81,KOSPI
팬젠,222110,5760,-3.19,KOSDAQ
팸텍,271830,1621,+3.25,KOSDAQ
퍼스텍,010820,14270,+5.70,KOSPI
퍼시스,016800,35900,+0.00,KOSPI
펄어비스,263750,58500,-0.68,KOSDAQ
펌텍코리아,251970,42600,+2.90,KOSDAQ
페니트리움바이오,187660,9410,-16.06,KOSDAQ
페스카로,0015S0,14980,-0.73,KOSDAQ
페이퍼코리아,001020,674,+0.00,KOSPI
펨트론,168360,25950,+0.58,KOSDAQ
펩트론,087010,267500,+2.69,KOSDAQ
평화산업,090080,1031,+1.68,KOSPI
평화홀딩스,010770,4065,-1.69,KOSPI
포니링크,064800,799,+0.00,KOSDAQ
포메탈,119500,4320,+0.00,KOSDAQ
포바이포,389140,9170,+3.38,KOSDAQ
포스뱅크,105760,5620,-0.71,KOSDAQ
포스코DX,022100,35350,+1.29,KOSPI
포스코스틸리온,058430,8110,-3.34,KOSPI
포스코엠텍,009520,20300,+1.91,KOSDAQ
포스코인터내셔널,047050,87300,+0.00,KOSPI
포스코퓨처엠,003670,267000,+5.95,KOSPI
포시에스,189690,2045,-1.45,KOSDAQ
포인트모바일,318020,3795,+1.88,KOSDAQ
포인트엔지니어링,256630,1175,+0.00,KOSDAQ
포커스에이아이,331380,2375,+2.81,KOSDAQ
포톤,208710,2700,+0.19,KOSDAQ
폰드그룹,472850,5630,-3.76,KOSDAQ
폴라리스AI,039980,9200,-1.08,KOSDAQ
폴라리스AI파마,041910,7340,-1.87,KOSDAQ
폴라리스세원,234100,1020,+0.00,KOSDAQ
폴라리스오피스,041020,4815,-2.92,KOSDAQ
폴라리스우노,114630,2370,-1.25,KOSDAQ
푸드나무,290720,3315,-3.63,KOSDAQ
푸드웰,005670,6670,+2.30,KOSDAQ
푸른기술,094940,10500,+0.38,KOSDAQ
푸른저축은행,007330,11310,+0.80,KOSDAQ
풀무원,017810,12060,-1.95,KOSPI
풍강,093380,2895,+2.12,KOSDAQ
풍국주정,023900,10610,-0.93,KOSDAQ
풍산,103140,100300,+1.11,KOSPI
풍산홀딩스,005810,46200,+2.10,KOSPI
풍원정밀,371950,10290,-3.29,KOSDAQ
풍전약품,298060,927,+0.00,KOSDAQ
퓨런티어,370090,14320,+2.51,KOSDAQ
퓨릿,445180,12380,-2.44,KOSDAQ
퓨쳐켐,220100,20400,+11.23,KOSDAQ
프럼파스트,035200,4130,-1.67,KOSDAQ
프레스티지바이오로직스,334970,2245,-5.67,KOSDAQ
프레스티지바이오파마,950210,8600,-3.48,KOSPI
프로브잇,227100,612,+0.00,KOSDAQ
프로이천,321260,3230,+29.98,KOSDAQ
프로텍,053610,82300,+0.12,KOSDAQ
프로티나,468530,55200,-2.13,KOSDAQ
프로티아,303360,4950,-1.20,KOSDAQ
프롬바이오,377220,1269,+0.00,KOSDAQ
프리시젼바이오,335810,2270,+0.22,KOSDAQ
프리엠스,053160,8920,-1.11,KOSDAQ
플라즈맵,405000,7500,-2.47,KOSDAQ
플래스크,041590,2370,+0.00,KOSDAQ
플래티어,367000,4070,+1.75,KOSDAQ
플랜티넷,075130,2500,+0.00,KOSDAQ
플레이그램,009810,1178,+0.00,KOSPI
플레이디,237820,4600,-1.92,KOSDAQ
플레이위드,023770,2830,-5.35,KOSDAQ
플루토스,019570,456,-2.77,KOSDAQ
플리토,300080,11470,-0.43,KOSDAQ
피노,033790,16130,+18.78,KOSDAQ
피델릭스,032580,1433,+4.45,KOSDAQ
피씨디렉트,051380,2310,-4.55,KOSDAQ
피씨엘,241820,6040,+0.00,KOSDAQ
피아이이,452450,6920,+0.14,KOSDAQ
피앤씨테크,237750,6910,+11.81,KOSDAQ
피앤에스로보틱스,460940,8480,+3.67,KOSDAQ
피에스케이,319660,100100,+12.85,KOSDAQ
피에스케이홀딩스,031980,132000,+6.19,KOSDAQ
피에스텍,002230,10750,+3.76,KOSDAQ
피에이치에이,043370,13140,+0.31,KOSDAQ
피엔에이치테크,239890,6150,-0.65,KOSDAQ
피엔케이피부임상연구센타,347740,2420,-3.01,KOSDAQ
피엔티,137400,58000,+3.57,KOSDAQ
피엔티엠에스,257370,3170,-0.78,KOSDAQ
피엠티,147760,6660,-4.58,KOSDAQ
피제이메탈,128660,3715,+2.77,KOSDAQ
피제이전자,006140,7190,+0.98,KOSDAQ
피코그램,376180,2960,+1.20,KOSDAQ
피플바이오,304840,1344,+1.13,KOSDAQ
픽셀플러스,087600,6420,+1.10,KOSDAQ
핀텔,291810,1915,+2.13,KOSDAQ
필에너지,378340,20300,+1.65,KOSDAQ
필옵틱스,161580,48650,+1.78,KOSDAQ
핌스,347770,2065,-2.13,KOSDAQ
핑거,163730,20250,+6.86,KOSDAQ
핑거스토리,417180,1579,+0.00,KOSDAQ
하나30호스팩,469880,2085,+0.00,KOSDAQ
하나31호스팩,469900,2065,+0.24,KOSDAQ
하나32호스팩,475240,2090,+0.48,KOSDAQ
하나33호스팩,475250,2095,+0.24,KOSDAQ
하나34호스팩,484130,2035,-0.49,KOSDAQ
하나35호스팩,0041L0,2010,+0.00,KOSDAQ
하나36호스팩,0101C0,2000,+0.05,KOSDAQ
하나금융지주,086790,126600,-1.02,KOSPI
하나기술,299030,31150,-2.20,KOSDAQ
하나마이크론,067310,42050,+5.92,KOSDAQ
하나머티리얼즈,166090,79400,+5.17,KOSDAQ
하나제약,293480,9850,+0.41,KOSPI
하나투어,039130,41800,-0.12,KOSPI
하림,136480,3325,+0.91,KOSDAQ
하림지주,003380,13500,+2.90,KOSDAQ
하스,450330,7060,-1.12,KOSDAQ
하이드로리튬,101670,2060,-0.24,KOSDAQ
하이딥,365590,2010,-1.23,KOSDAQ
하이로닉,149980,7300,-15.90,KOSDAQ
하이록코리아,013030,46150,+4.53,KOSDAQ
하이브,352820,257500,-2.09,KOSPI
하이비젼시스템,126700,18360,-0.16,KOSDAQ
하이스틸,071090,4610,-0.22,KOSPI
하이젠알앤엠,160190,45400,+4.13,KOSDAQ
하이즈항공,221840,2900,-2.68,KOSDAQ
하이텍팜,106190,18310,-4.78,KOSDAQ
하이트진로,000080,17070,-0.23,KOSPI
하이트진로2우B,000087,14080,+0.21,KOSPI
하이트진로홀딩스,000140,9200,-0.11,KOSPI
하이트진로홀딩스우,000145,12150,+1.25,KOSPI
하이퍼코퍼레이션,065650,2110,+0.00,KOSDAQ
하츠,066130,4370,-2.46,KOSDAQ
한국가구,004590,5730,+0.88,KOSDAQ
한국가스공사,036460,38600,-1.28,KOSPI
한국경제TV,039340,4955,+0.20,KOSDAQ
한국공항,005430,58700,-0.17,KOSPI
한국금융지주,071050,262000,+9.17,KOSPI
한국금융지주우,071055,181900,+5.69,KOSPI
한국기업평가,034950,107200,+0.85,KOSDAQ
한국내화,010040,1990,-0.45,KOSPI
한국단자,025540,88600,-3.06,KOSPI
한국맥널티,222980,2600,-0.76,KOSDAQ
한국무브넥스,010100,4520,+0.89,KOSPI
한국비엔씨,256840,4025,+1.13,KOSDAQ
한국비티비,219750,805,-0.12,KOSDAQ
한국석유,004090,15500,-3.37,KOSPI
한국선재,025550,4630,+8.81,KOSDAQ
한국수출포장,002200,2805,+0.36,KOSPI
한국쉘석유,002960,495500,-2.65,KOSPI
한국알콜,017890,14050,-0.14,KOSDAQ
한국앤컴퍼니,000240,25300,+1.40,KOSPI
한국유니온제약,080720,2725,+0.00,KOSDAQ
한국자산신탁,123890,2620,-1.32,KOSPI
한국전력,015760,44500,+2.18,KOSPI
한국전자인증,041460,4195,+0.48,KOSDAQ
한국전자홀딩스,006200,801,+0.00,KOSPI
한국정밀기계,101680,2970,+0.17,KOSDAQ
한국정보공학,039740,4180,+2.70,KOSDAQ
한국정보인증,053300,6500,+1.09,KOSDAQ
한국정보통신,025770,11420,+0.00,KOSDAQ
한국제13호스팩,464440,2085,+0.00,KOSDAQ
한국제15호스팩,479880,2050,+0.00,KOSDAQ
한국제지,027970,763,-0.13,KOSPI
한국종합기술,023350,5330,+0.95,KOSPI
한국주강,025890,2205,+7.04,KOSPI
한국주철관,000970,7300,-0.68,KOSPI
한국철강,104700,10390,-1.98,KOSPI
한국첨단소재,062970,2965,+9.41,KOSDAQ
한국카본,017960,48800,-1.51,KOSPI
한국캐피탈,023760,973,+0.10,KOSDAQ
한국컴퓨터,054040,5680,-1.22,KOSDAQ
한국콜마,161890,88700,+0.00,KOSPI
한국큐빅,021650,2345,+0.64,KOSDAQ
한국타이어앤테크놀로지,161390,61500,+3.89,KOSPI
한국토지신탁,034830,1586,-0.69,KOSPI
한국특강,007280,1524,+0.00,KOSPI
한국파마,032300,11480,-1.03,KOSDAQ
한국팩키지,037230,2385,+0.63,KOSDAQ
한국피아이엠,448900,127900,+18.76,KOSDAQ
한국항공우주,047810,180000,+6.51,KOSPI
한국화장품,123690,8840,-0.56,KOSPI
한국화장품제조,003350,10090,-0.10,KOSPI
한글과컴퓨터,030520,20350,+0.00,KOSDAQ
한네트,052600,4040,-0.86,KOSDAQ
한농화성,011500,23700,+0.42,KOSPI
한독,002390,10160,-1.45,KOSPI
한독크린텍,256150,5440,-0.18,KOSDAQ
한라IMS,092460,19610,-6.40,KOSDAQ
한라캐스트,125490,17090,-0.23,KOSDAQ
한미글로벌,053690,27700,-1.07,KOSPI
한미반도체,042700,378000,+2.72,KOSPI
한미사이언스,008930,38050,+0.93,KOSPI
한미약품,128940,445000,-3.26,KOSPI
한빛레이저,452190,8170,+2.64,KOSDAQ
한빛소프트,047080,1424,+7.63,KOSDAQ
한샘,009240,41850,-7.41,KOSPI
한선엔지니어링,452280,20750,-5.68,KOSDAQ
한섬,020000,26400,-0.56,KOSPI
한성기업,003680,5130,-0.58,KOSPI
한성크린텍,066980,1508,-1.50,KOSDAQ
한세실업,105630,11610,+0.61,KOSPI
한세엠케이,069640,666,+0.00,KOSPI
한세예스24홀딩스,016450,4500,-0.88,KOSPI
한솔로지스틱스,009180,3350,+5.51,KOSPI
한솔아이원스,114810,17320,+2.24,KOSDAQ
한솔제지,213500,8280,-2.93,KOSPI
한솔케미칼,014680,286500,+0.53,KOSPI
한솔테크닉스,004710,8260,+1.60,KOSPI
한솔홀딩스,004150,3375,+0.75,KOSPI
한솔홈데코,025750,2680,-2.37,KOSPI
한스바이오메드,042520,29850,+1.53,KOSDAQ
한신공영,004960,14420,-3.22,KOSPI
한신기계,011700,4965,+7.58,KOSPI
한싹,430690,4815,+1.16,KOSDAQ
한양디지텍,078350,32200,+4.04,KOSDAQ
한양이엔지,045100,32500,+1.09,KOSDAQ
한양증권,001750,29150,+1.75,KOSPI
한양증권우,001755,29650,+0.17,KOSPI
한온시스템,018880,4850,+14.66,KOSPI
한올바이오파마,009420,46300,-2.32,KOSPI
한울반도체,320000,1533,+0.00,KOSDAQ
한울소재과학,091440,3150,-1.56,KOSDAQ
한울앤제주,276730,767,+0.00,KOSDAQ
한익스프레스,014130,2760,-0.90,KOSPI
한일단조,024740,3475,-1.42,KOSDAQ
한일사료,005860,3950,+0.13,KOSDAQ
한일시멘트,300720,17300,-0.86,KOSPI
한일철강,002220,5740,+9.75,KOSPI
한일홀딩스,003300,17400,-0.85,KOSPI
한일화학,007770,7800,-0.51,KOSDAQ
한전KPS,051600,61400,-1.29,KOSPI
한전기술,052690,186300,-1.22,KOSPI
한전산업,130660,20600,+2.49,KOSPI
한주라이트메탈,198940,861,+0.00,KOSDAQ
한주에이알티,058450,5450,+29.92,KOSDAQ
한중엔시에스,107640,69900,+4.17,KOSDAQ
한진,002320,19230,-0.98,KOSPI
한진중공업홀딩스,003480,6390,+3.73,KOSPI
한진칼,180640,112300,-0.35,KOSPI
한진칼우,18064K,32800,-0.61,KOSPI
한창,005110,1254,+0.00,KOSPI
한창산업,079170,6780,+0.15,KOSDAQ
한창제지,009460,544,+0.00,KOSPI
한컴라이프케어,372910,2525,-2.51,KOSPI
한컴위드,054920,6980,+1.75,KOSDAQ
한켐,457370,9280,+0.00,KOSDAQ
한탑,002680,694,-2.94,KOSDAQ
한텍,098070,46150,-2.43,KOSDAQ
한패스,408470,15270,-0.26,KOSDAQ
한화,000880,139900,+4.87,KOSPI
한화3우B,00088K,50500,+2.02,KOSPI
한화갤러리아,452260,3025,-1.47,KOSPI
한화갤러리아우,45226K,7170,-1.78,KOSPI
한화리츠,451800,5670,-5.03,KOSPI
한화비전,489790,88700,+2.90,KOSPI
한화생명,088350,5040,+3.17,KOSPI
한화손해보험,000370,6850,+3.47,KOSPI
한화솔루션,009830,49900,-1.58,KOSPI
한화솔루션우,009835,29000,-1.19,KOSPI
한화시스템,272210,119700,+2.05,KOSPI
한화에어로스페이스,012450,1465000,+3.39,KOSPI
한화엔진,082740,89500,+1.70,KOSPI
한화오션,042660,133000,+0.91,KOSPI
한화투자증권,003530,8190,+9.05,KOSPI
한화투자증권우,003535,9450,+2.72,KOSPI
한화플러스제5호스팩,498390,2040,+0.00,KOSDAQ
해성디에스,195870,79500,-0.87,KOSPI
해성산업,034810,8040,-0.12,KOSDAQ
해성산업1우,03481K,7940,+0.51,KOSDAQ
해성에어로보틱스,059270,9770,+2.20,KOSDAQ
해성옵틱스,076610,1885,+8.40,KOSDAQ
해태제과식품,101530,6490,-0.15,KOSPI
핸디소프트,220180,1922,-1.69,KOSDAQ
핸즈코퍼레이션,143210,1199,+0.00,KOSPI
헝셩그룹,900270,1081,-1.01,KOSDAQ
헥토이노베이션,214180,20800,+0.97,KOSDAQ
헥토파이낸셜,234340,33800,+5.13,KOSDAQ
헬릭스미스,084990,8730,+1.28,KOSDAQ
현대건설,000720,159400,-1.48,KOSPI
현대건설우,000725,73600,-0.94,KOSPI
현대공업,170030,5750,+0.17,KOSDAQ
현대그린푸드,453340,16350,-1.15,KOSPI
현대글로비스,086280,225500,-0.66,KOSPI
현대로템,064350,269000,+0.19,KOSPI
현대리바트,079430,8060,+1.00,KOSPI
현대모비스,012330,431500,+1.53,KOSPI
현대무벡스,319400,32450,+3.51,KOSDAQ
현대바이오,048410,14400,+7.46,KOSDAQ
현대바이오랜드,052260,4610,+0.44,KOSDAQ
현대백화점,069960,111700,+2.57,KOSPI
현대비앤지스틸,004560,17500,+1.74,KOSPI
현대사료,016790,994,+0.00,KOSDAQ
현대약품,004310,8590,-0.35,KOSPI
현대에버다임,041440,9320,+1.30,KOSDAQ
현대에이치티,039010,11030,+4.65,KOSDAQ
현대엘리베이터,017800,100100,+1.42,KOSPI
현대오토에버,307950,446000,-1.00,KOSPI
현대위아,011210,82900,+0.24,KOSPI
현대이지웰,090850,6420,+3.22,KOSDAQ
현대제철,004020,43050,+1.18,KOSPI
현대지에프홀딩스,005440,14720,+2.58,KOSPI
현대차,005380,539000,+1.51,KOSPI
현대차2우B,005387,249500,+0.60,KOSPI
현대차3우B,005389,241000,-0.21,KOSPI
현대차우,005385,249000,+0.00,KOSPI
현대차증권,001500,11650,+6.20,KOSPI
현대코퍼레이션,011760,30100,-2.59,KOSPI
현대코퍼레이션홀딩스,227840,14190,+2.09,KOSPI
현대퓨처넷,126560,3330,-0.45,KOSPI
현대해상,001450,31250,+2.80,KOSPI
현대홈쇼핑,057050,85500,+0.71,KOSPI
현대힘스,460930,20100,+1.01,KOSDAQ
현우산업,092300,3905,+5.11,KOSDAQ
형지I&C,011080,435,+0.00,KOSDAQ
형지글로벌,308100,960,+0.00,KOSDAQ
형지엘리트,093240,955,+0.53,KOSPI
혜인,003010,7260,+1.82,KOSPI
호전실업,111110,7840,-0.38,KOSPI
호텔신라,008770,64800,-1.07,KOSPI
호텔신라우,008775,39950,-2.56,KOSPI
홈캐스트,064240,2250,+2.74,KOSDAQ
화성밸브,039610,9620,-0.31,KOSDAQ
화승알앤에이,378850,3560,+1.28,KOSPI
화승엔터프라이즈,241590,4875,+0.93,KOSPI
화승인더,006060,3515,+0.72,KOSPI
화승코퍼레이션,013520,3365,+2.59,KOSPI
화신,010690,12430,+0.24,KOSPI
화신정공,126640,1568,-2.24,KOSDAQ
화인베스틸,133820,1599,-5.94,KOSPI
화인써키트,127980,6760,-3.57,KOSDAQ
화일약품,061250,9030,-4.24,KOSDAQ
화천기계,010660,4725,-6.99,KOSPI
화천기공,000850,38850,+0.26,KOSPI
환인제약,016580,11930,+0.59,KOSPI
황금에스티,032560,6310,-0.94,KOSPI
효성,004800,221000,-3.07,KOSPI
효성ITX,094280,13000,-1.37,KOSPI
효성오앤비,097870,6780,+0.44,KOSDAQ
효성중공업,298040,4228000,+8.08,KOSPI
효성티앤씨,298020,512000,-1.16,KOSPI
효성화학,298000,38900,+0.00,KOSPI
후성,093370,14130,+6.72,KOSPI
휴네시온,290270,4215,+0.12,KOSDAQ
휴니드,005870,9030,-4.55,KOSPI
휴럼,353190,3280,+2.50,KOSDAQ
휴림로봇,090710,12510,-0.87,KOSDAQ
휴림에이텍,078590,525,+0.00,KOSDAQ
휴마시스,205470,801,+0.00,KOSDAQ
휴맥스,115160,8760,-6.51,KOSDAQ
휴맥스홀딩스,028080,10010,+2.46,KOSDAQ
휴먼테크놀로지,175140,3875,-2.39,KOSDAQ
휴메딕스,200670,35650,+0.85,KOSDAQ
휴비스,079980,3385,-2.87,KOSPI
휴비츠,065510,7720,-1.91,KOSDAQ
휴스틸,005010,6640,-2.64,KOSPI
휴엠앤씨,263920,3880,-0.39,KOSDAQ
휴온스,243070,26450,+0.19,KOSDAQ
휴온스글로벌,084110,62000,-1.74,KOSDAQ
휴젤,145020,261500,+3.56,KOSDAQ
흥구석유,024060,16890,-5.80,KOSDAQ
흥국,010240,5960,+0.17,KOSDAQ
흥국에프엔비,189980,1618,-1.22,KOSDAQ
흥국화재,000540,4470,+1.25,KOSPI
흥국화재우,000545,7180,+2.28,KOSPI
흥아해운,003280,2880,-0.35,KOSPI
희림,037440,5890,-1.01,KOSDAQ
힘스,238490,3495,-2.37,KOSDAQ
