분,종목명,L일봉H,현재가,대비,,등락률,거래량,거래대금,메모,종목코드
신,코미코,99700 139200 98300 139200,"139,200",↑,"32,100","29.97","1,152,087","150,083","(25.03.10)코미코, '500억 투자' 텍사스 반도체 세정 라인 증설...삼성전자 美 수요 대응 반도체 장비 세정·코팅 전문기업 코미코가 미국 텍사스 주정부로부터 200만 달러(약 30억원) 상당의 지원금을 획득했다. 3600만 달러(약 520억원)를 투자해 공장 증축을 추진한다. 코미코는 텍사스에서 생산량을 늘려 현지 수요에 능동적으로 대응한다. 코미코는 반도체 장비 부품의 미세 오염물을 제거하고 손상을 최소화하는 세척·코팅 전문 기업이다. 삼성전자와 SK하이닉스, 인텔, TSMC, 마이크론 등 해외의 주요 반도체 업체들을 고객사로 두고 있다.  식각관련 부품, 삼성 하닉 인텔 납품",'183300
,미래에셋생명,21700 29350 19500 29350,"29,350",↑,"6,750","29.87","15,413,457","391,405",,'085620
증,스피어,32100 38500 30350 38500,"38,500",↑,"8,850","29.85","9,786,260","342,302",'2024/10/15 20:57 AI 헬스케어 국책,'347700
,엠케이전자,21600 28700 21400 28000,"28,000",▲,"5,900","26.70","3,497,037","94,198","본딩와이어 세계 1위, 솔더블 3위, 챗GPT 반도체 소재특허  엠케이전자, 반도체 패키징 소재 글로벌 선도 기업으로 AI 및 2차전지 재료로 성장 동력 확보.  HBM 시장 성장에 필수적인 차세대 패키징 소재 기업  반도체 패키징의 핵심 소재인 본딩와이어와 솔더볼을 생산하는 기업으로, 특히 HBM 시장 성장에 따른 저온 솔더볼 등 신제품의 성장성이 주목받고 있습니다.  주요 재료 및 상세 내용  글로벌 시장 지배력: 주력 제품인 본딩와이어는 글로벌 시장 점유율 1위, 솔더볼은 3위를 차지할 만큼 높은 경쟁력을 확보하고 있습니다.  HBM용 신제품: HBM 패키징에 사용되는 저온 솔더볼 등 고부가가치 신제품 출시를 통해 반도체 업황 개선과 함께 큰 폭의 실적 성장이 예상됩니다.  안정적인 고객사: 국내외 140여 곳에 이르는 메모리, 비메모리, OSAT(후공정 외주업체) 고객사를 확보하여 안정적인 사업 기반을 갖추고 있습니다.  최근 [특징주] 기사  2023년 5월 25일: AI 반도체 대장주인 엔비디아에 반도체 소재를 공급한다는 사실이 부각되며 상승 마감.  기사 제목: [특징주] 엠케이전자, AI 대장 엔비디아에 반도체 소재 공급 '↑' - 아이뉴스",'033160
,티에스이,213500 269500 198000 269000,"269,000",▲,"61,500","29.64","443,357","109,124","티에스이, 프로브카드 성장 본격화…밸류 매력 충분-신한 오강호 신한투자증권 연구원은 “프로브카드 매출액이 추정치 대비 37% 상회했다”며 “주요 고객사 수주 증가가 핵심이며 반도체 부문 주요 제품 실적 개선을 확인한 점에 주목한다”고 설명했다. 이어 “제품 경쟁력 입증과 동시에 밸류에이션 매력도 충분한 업체로 주가 우상향 뷰를 유지한다”고 했다.신한은 “프로브카드 성장 확인은 제품 포트폴리오 확대를 뜻하며 업황 개선에 따라 수주 확대가 전망된다”며 “2026년 프로브카드 매출액은 23% 증가할 것”이라고 진단했다.  (25.11.02)티에스이, 인터페이스 보드 고성장 기대…디램 프로브카드 모멘텀도 티에스이 관계자는 인터페이스 보드에 대해 “국내에선 삼성, SK하이닉스도 공급하고 있고 해외의 경우 AMD, 인텔, 샌디스크, 웨스턴디지털 등 글로벌로 다 납품하고 있다”고 말했다. 회사에 따르면 지속적인 거래 관계에 더해 공급 물량이 늘어나고 있다.정홍식 LS증권 연구원은 “특히 AMD로 공급되는 비메모리 보드 성장이 부각되고 있어 긍정적”이라고 평가했다.정 연구원은 “티에스이는 중국 CXMT로 디램 프로브카드를 공급하고 있고, 내년 상반기 삼성으로 디램(HBM 포함) 프로브카드 공급 기대감이 높은 상황”이라고 전망했다.  프로브카드, 테스트소켓, 인터페이스보드 제조업체",'131290
증,라이콤,7080 9200 7080 8790,"8,790",▲,"1,710","24.15","14,759,208","125,969",세계에서 가장작은 라이다용 광섬유개발,'388790
,이수화학,12310 15750 11910 15220,"15,220",▲,"2,910","23.64","3,637,616","50,826",에코프로비엠과 황화리튭 개발 MOU,'005950
신,주성엔지니어링,197300 254000 183000 245500,"245,500",▲,"46,500","23.37","7,355,861","1,690,604","원자층 증착(ALD)와 플라즈마 화학기상증착(PECVD) 장비를 주력으로 하는 반도체·디스플레이 장비 업체로, 메모리 공정 미세화와 적층 고도화가 진행될수록 수혜가 확대되는 사업 구조를 갖추고 있다. 특히 디램(DRAM)과 낸드(NAND) 모두에서 공정 난도가 높아지며 증착 공정 비중이 확대되고 있다는 점이 긍정적으로 평가됐다.밸류에이션 측면에서도 저평가 구간에 있다는 판단이다. 한국IR협의회는 주성엔지니어링의 현재 주가가 업황 회복 가능성과 기술 경쟁력을 충분히 반영하지 못하고 있다며, 메모리 투자 사이클이 본격적으로 회복 국면에 진입할 경우 밸류에이션 재평가 여지가 크다고 분석했다.",'036930
,심텍,107500 138100 101100 133800,"133,800",▲,"24,300","22.19","3,784,072","487,135","심텍, AI 시대 차세대 메모리 SoCAMM 시장 선점 심텍은 AI 서버 시장의 게임 체인저로 부상한 차세대 메모리 모듈 'SoCAMM' 기판 시장에서 독점적인 지위를 확보하며 성장이 기대되는 반도체 기판 전문 기업입니다.  주요 재료 상세 분석:  SoCAMM (차세대 메모리 모듈) 독점 공급: HBM의 높은 비용과 전력 소모를 보완할 대안으로 엔비디아, 인텔 등이 주도하는 새로운 메모리 규격 'SoCAMM' 시장에서 핵심 공급사로 자리매김했습니다. 특히 삼성전자, SK하이닉스, 마이크론 등 글로벌 메모리 3사 모두에게 1차 공급사(First Vendor)로 선정된 유일한 기업으로, 올해 4분기부터 본격적인 양산 및 출하가 예상되어 가장 강력한 성장 동력으로 꼽힙니다.  반도체 업황 회복 및 낸드(NAND) 실적 개선: AI 데이터센터 확산에 따라 대용량 저장장치인 QLC SSD 수요가 증가하면서, 부진했던 낸드(NAND)향 패키징 기판 사업이 본격적인 회복세에 접어들었습니다. 이는 공장 가동률 상승과 함께 하반기 이익률 개선을 이끌 것으로 기대됩니다.  기존 사업의 견고함: 전통적인 캐시카우인 DDR5, GDDR7 등 메모리 모듈 기판과 고부가가치 서브스트레이트 기판 사업에서도 글로벌 최상위권의 경쟁력을 유지하며 안정적인 실적 기반을 갖추고 있습니다.",'222800
경,삼화콘덴서,106200 140000 104000 133300,"133,300",▲,"23,700","21.62","1,723,809","217,238","MLCC 업황 개선과 우량한 재무구조를 겸비한 강소기업  전력용 콘덴서(진상용 콘덴서)와 MLCC를 주력으로 생산하는 기업으로, MLCC 테마 상승과 함께 테마 내에서 돋보이는 재무 안정성을 바탕으로 주목받고 있습니다.  주요 재료 및 상세 내용  MLCC 업황 회복: IT 기기 수요 회복과 전장용 MLCC 시장 성장에 따라 관련 매출 증대가 기대됩니다.  독보적인 기술력: 주력 사업인 진상용 콘덴서 분야에서 50년 이상의 업력을 바탕으로 국내 시장점유율 1위를 유지하며 안정적인 캐시카우 역할을 하고 있습니다.  우수한 재무 안정성: MLCC 테마 내 타 기업들과 비교하여 성장성, 안정성, 수익성 점수가 모두 높아 투자 매력도가 높은 것으로 평가받고 있습니다.  최근 [특징주] 기사  2025년 9월 22일: MLCC 테마가 시장에서 강세를 보이면서 동반 상승하여 6.66% 상승 마감.  기사 제목: 특징주, 삼화콘덴서-MLCC 테마 상승세에 6.66% ↑ - 매일경제",'001820
신,에스엠,70700 89000 70700 87900,"87,900",▲,"14,600","19.92","698,427","58,756",,'041510
신,원익IPS,117600 151700 110000 150900,"150,900",▲,"34,200","29.31","6,771,175","918,227","원익 IPS의 사업은 크게 반도체, 디스플레이, 태양전지 장비로 나뉩니다. 이 중 매출의 대부분은 반도체 부문에서 발생합니다.  반도체 장비: 반도체 회로를 만드는 전공정, 그중에서도 웨이퍼 위에 얇은 막을 입히는 증착(Deposition) 장비가 주력 제품입니다.  PECVD (플라즈마 화학 기상 증착): 매출의 가장 큰 비중(60-70%)을 차지하며, 3D 낸드플래시를 높이 쌓아 올리는 공정의 핵심 장비입니다.  ALD (원자층 증착): 원자 단위로 매우 얇고 균일한 박막을 증착하는 고난도 기술 장비입니다. 10나노 이하의 미세 공정과 고대역폭 메모리(HBM) 생산에 필수적이며, AI 반도체 시장 성장의 핵심 수혜 기술로 꼽힙니다.  디스플레이 장비: OLED 패널 제조에 필수적인 박막봉지(Encapsulation) 설비와 드라이 에처(Dry Etcher, 건식 식각장비) 등을 공급합니다. 특히 폴더블 디스플레이 시장 확대에 따라 중요성이 부각되고 있습니다.",'240810
,코리아써키트,110300 143800 107700 139800,"139,800",▲,"24,100","20.83","1,198,920","159,586","(24.12.23)[특징주] 코리아써키트, '브로드컴' 삼성·SK에 HBM4 대량 요청… 3사 고객사 부각 (25.08.18)코리아써키트, 반도체·모듈 PCB 매출 성장세 '지속'…""올해 턴어라운드 주목"" 박강호 대신증권 연구원은 ""동사만 별도 기준으로, 주기판(HDI)은 비수기 영향으로 매출은 부진했지만 메모리 모듈 중심의 매출아 증가했다""며 ""반도체 패키지의 가동률 개선 등 패키지 부문의 수익성은 개선이 진행 중에 있다""고 짚었다.이어 ""레거시(범용) 반도체 물량 증가와 FC BGA, 플립칩 칩스케일 패키지(FC CSP)도 신규수주가 반영되면서 매출이 반등했다""며 ""다만 연결에서 인터플렉스의 실적 부진이 전체 실적에서 개선 부담으로 작용했다.아울러 ""브로드컴향 FC BGA 매출이 증가하며 FC 계열의 반도체 기판 비중 확대로 수익성 개선은 지속될 것""이라고 조언했다.  반도체 패키지 기판 전문, 전장용 FC-BGA로 성장 코리아써키트는 스마트폰과 PC를 넘어 서버, 통신장비, 자동차 전장 등 고부가가치 반도체 패키지 기판(Substrate)을 전문적으로 생산하는 기업입니다.  주요 재료 상세 분석:  고부가 반도체 기판 주력: 스마트폰 주기판(HDI)과 반도체 칩을 연결하는 패키지 기판을 주력으로 생산합니다.  전장용 FC-BGA 공급: 특히 기술 장벽이 높은 FC-BGA 분야에서 차량 외부 센서용 제품을 글로벌 반도체 기업 'ST마이크로일렉트로닉스'에 공급하며 기술력을 인정받고 있습니다.  영풍그룹 계열사: 대규모 투자가 필요한 장치 산업인 PCB 산업에서 안정적인 그룹사의 지원을 받고 있습니다.",'007810
신,원익홀딩스,23150 30550 22300 28550,"28,550",▲,"4,700","19.71","4,487,549","126,949",'반도체 가스공급장치 / 자회사 원익로보틱스 메타협업,'030530
,타이거일렉,63100 76400 60400 74500,"74,500",▲,"11,400","18.07","254,978","17,727","HBM용 초고층 테스트 기판 시장 선도 타이거일렉은 AI 반도체의 핵심인 HBM(고대역폭메모리) 수요 급증에 따라 기술적 해자가 높은 초고다층 프로브카드 PCB(인쇄회로기판) 공급 확대로 성장이 기대되는 기업입니다.  주요 재료 상세 분석:  HBM용 프로브카드 PCB: 반도체 웨이퍼의 불량을 검사하는 '프로브카드'에 들어가는 핵심 부품인 PCB를 생산합니다. 특히 HBM용 프로브카드 PCB는 120층 이상의 초고다층 기술력을 요구하는 고부가가치 제품으로, AI 시장 성장에 따른 HBM 생산량 증가가 타이거일렉의 직접적인 수혜로 이어집니다.  글로벌 1위 고객사 확보: 최근 세계 1, 2위 프로브카드 제조사인 미국의 '폼팩터(FormFactor)'와 유럽의 '테크노프로브(Technoprobe)'와 공급 계약을 체결했습니다. 이는 국내 PCB 업계 최초의 성과로, 글로벌 시장에서 기술력을 인정받고 안정적인 공급처를 확보했다는 점에서 중요한 의미를 가집니다.  최종 고객사: 폼팩터, 테크노프로브 등을 통해 삼성전자, SK하이닉스, 마이크론 등 글로벌 메모리 반도체 기업에 최종적으로 제품을 공급하는 구조를 갖추고 있습니다.  인쇄회로기판(PCB) 전문 업체 타이거일렉 이 글로벌 유수 기업과 공급 계약을 했다. 대상은 미국의 폼팩터(FormFactor)와 인텔(Intel), 유럽의 테크노프로브(Technoprobe) 등 3사다. 특히 폼팩터와 테크노프로브와의 공급 계약은 국내 업계 최초다.",'219130
신,케이씨텍,63600 79000 61700 77900,"77,900",▲,"12,800","19.66","743,677","55,596","(24.02.28)[특징주] 케이씨텍, 삼성전자 후면전력공급 내년 첫 상용화… 국내 유일 CMP 보유 부각 (25.07.30)삼성전자, 테슬라 AI6 수주 넘어 하이브리드 본딩까지...“CMP 핵심 요소 부상” 업계 전문가들은 “2나노 공정과 같은 초미세 공정에서 이미 CMP가 수율의 핵심 변수로 부상했다”라며 “하이브리드 본딩과 같이 3D 패키징 기술로 진화할수록 CMP 공정의 평탄도·균일성·결함 제어 기술이 더욱 절대적으로 중요해질 것”이라고 입을 모았다.최근 삼성전자는 2025년 8월부터 2033년 말까지 약 22조 원 규모로 테슬라의 6세대 AI 칩 AI6을 수탁 생산하는 대규모 계약을 체결했다. 해당 칩은 삼성의 2나노 GAA(Gate-All-Around) 공정을 적용한 첫 대형 상용 칩이 될 전망이며, 미국 테일러 파운드리에서 생산된다.",'281820
증,지아이이노베이션,10650 15230 10650 13790,"13,790",▲,"1,970","16.67","2,351,017","31,702",GI-102 SC’ 1상 완전관해 확인 ‘강세’ CR은 암세포가 약물에 반응해 완전히 사라진 것을 의미한다. 일반적으로 말하는 완치상태다. 업계에 따르면 처음 공개된 GI-102 SC의 임상1b상 중간분석 데이터에서 CR이 확인됐다. 특히 사이토카인 면역항암제에서 단독요법으로 CR이 나타난 것은 이례적이라는 업계 관계자의 평가다.,'358570
신,엘티씨,49350 58900 47750 57800,"57,800",▲,"7,700","15.37","723,713","40,315","(25.09.17)'엘티씨' 52주 신고가 경신, 탐방노트: 사지 않을 이유가 없다 - DS투자증권, None DS투자증권의 이수림 애널리스트는 엘티씨에 대해 ""소재와 장비 모두 확실한 경쟁력 확보: 디스플레이 소재로 시작한 동사는 자회사 LTCAM(소재, 인프라 장비)과 LSE(세정 장비, 2022년 무진전자 인수)를 통해 반도체 사업을 확장하였다. LTCAM은 고선택비 인산계식각액(HSN)을 국내 주요 메모리 업체향으로 176단대 NAND부터 이원화 로 진입하였고 2024년부터 유의미한 반도체 소재 매출을 기록하기 시작했다. LSE는 고객사 내 가장 높은 세정장비 점유율을 확보하고 있다. LTCAM은 고객사내 점유율 확대 및 신규 아이템 공급을 통해 향후 연결 영업이익을 크게 견인하고 LSE는 2027년까지 고객사 메모리 Capex에 따라 꾸준한 매출 증가가 전망된다.""이라고 분석하며, 투자의견 'None'를 제시했다  (25.08.18)'반도체 소재·장비' 균형 엘티씨, 하반기에 주목 엘티씨는 디스플레이와 반도체 제조 공정에 사용되는 공정용 전자재료 중 하나인 포토레지스트(PR) 박리액 개발과 제조를 주력으로 한다. 엘티씨에이엠을 통해 D램과 낸드 등 메모리 반도체 제조 과정에서 사용되는 세정액, 식각액 등 습식 화학 재료를 생산하고 있고 고순도 케미칼을 다양한 사용시점과 필요 장비에 정확하고 안전하게 공급하는 Chemical Central Supply System(C.C.S.S)도 납품하고 있다. 엘에스이는 반도체 웨이퍼 세정장비 등을 담당하고 있다. 자회사 엘티씨에이엠이 납품하는 고선택비인산(HSP)과 CMP 슬러리 등 주요 제품의 적용이 확대되면서 소재 부문 성장이 이어질 것으로 보인다.  국내유일 전고체 배터리 SOFC전해질 기술보유 이날 시장에서는 전기차 및 수소차 등 친환경 자동차 시장 성장에 전고체 관련주가 주목을 받으면서 엘티씨에 대한 기대감도 커져 강세를 보이고 있다.  지난해까지 리튬 2차전지 기술 확보가 배터리 업계의 최우선 과제였으나 올해부터는 차세대 전지 기술 확보를 위해 기업과 국가 간 경쟁이 치열해질 것으로 보인다.",'170920
신,현대무벡스,33900 41450 32550 39300,"39,300",▲,"3,900","11.02","16,067,363","620,651","현대무벡스가 네이버랩스, 네이버와 협력해 개발한 '로보포트'는 서비스로봇을 층간 이동시키는 세계 최초 로봇 전용 엘리베이터다.  쿠팡 로봇물류",'319400
,유진테크,151000 186000 144400 185800,"185,800",▲,"30,900","19.95","1,020,045","174,454","0. 사업 내용 반도체 전공정 단계에서 웨이퍼에 박막을 입히는 **증착 장비(ALD, CVD)**를 주력으로 제조합니다. 삼성전자, SK하이닉스, 마이크론 등 글로벌 메모리 3사를 모두 고객사로 두고 있으며, 특히 D램 미세화 공정에 필수적인 기술 경쟁력을 보유한 기업입니다.  1. 핵심 재료 요약 ""D램 미세화 공정 전환 가속화 및 HBM 투자 확대에 따른 전공정 장비(ALD) 수혜""  2. 상세 분석 내용 D램 미세화(Tech Migration) 수혜: 반도체 회로가 미세해질수록 기존 장비보다 정밀한 두께 조절이 가능한 ALD(원자층 증착) 장비의 수요가 폭발적으로 증가합니다. 유진테크는 이 분야에서 독보적인 기술력을 인정받고 있습니다.  고객사 다변화: 특정 기업에 의존하지 않고 삼성전자, SK하이닉스, 마이크론 등 글로벌 메이저 업체 모두에게 장비를 공급하고 있어, 반도체 업황 회복 시 실적 개선 폭이 큽니다.  HBM(고대역폭메모리) 모멘텀: AI 반도체 수요로 인해 HBM 생산 능력이 확대되면서, 이를 뒷받침하기 위한 선단 공정 장비의 발주가 지속적으로 이어지고 있습니다.",'084370
신,이오테크닉스,425500 510000 414000 510000,"510,000",▲,"72,000","16.44","387,278","188,819","'[M5 레이저 장비 공급 이야기 있음.]  삼성전자에 레이저 어닐링 장비를 공급  후공정/레이져커팅  HBM 시장의 숨은 강자, 독보적인 레이저 어닐링 기술력  이오테크닉스는 반도체 레이저 마커 및 응용기기 분야에서 세계적인 경쟁력을 갖춘 기업입니다. 특히 HBM(고대역폭메모리) 생산의 핵심 공정에 필요한 장비를 공급하며 시장의 주목을 받고 있습니다.  주요 재료 및 상세 내용  HBM 공정 핵심 장비 공급: HBM 생산 과정에서 웨이퍼의 휨 현상을 방지하고 미세 회로를 구현하는 데 필요한 레이저 어닐링(Laser Annealing) 및 그루빙(Grooving) 장비를 공급합니다. AI 시장 성장에 따른 HBM 캐파(생산능력) 증설의 직접적인 수혜가 예상됩니다.  높은 시장 지배력: 주력 제품인 반도체 레이저 마커는 국내 시장의 95% 이상을 점유하는 등 압도적인 기술력과 시장 지배력을 보유하고 있어 안정적인 실적 창출이 가능합니다.  실적 성장세: 고수익성 반도체 장비 비중이 확대되면서 2025년 2분기 호실적을 기록하는 등 뚜렷한 실적 개선 추세를 보이고 있습니다.  최근 [특징주] 기사  2025년 9월 18일: HBM(고대역폭메모리) 테마가 시장에서 강세를 보이면서 동반 상승하여 6.56% 상승 마감.  기사 제목: 특징주, 이오테크닉스-HBM(고대역폭메모리) 테마 상승세에 6.56% ↑ - 매일경제",'039030
주,네패스아크,38800 50000 38750 47000,"47,000",▲,"5,700","13.80","678,673","30,660","네패스아크는 시스템반도체 후공정(OSAT) 테스트 기업으로 주로 전력관리반도체(PMIC), 디스플레이 구동칩(DDI), 시스템온칩(SoC), 무선주파수(RF) 제품 등의 웨이퍼 테스트 제품을 생산하고 있다.  네패스의 반도체 테스트(test) 사업 부문을 물적분할해 지난해 설립됐다. 애플리케이션 프로세서(AP), 무선 통신용 칩(RFIC) 등의 테스트를 담당하는 반도체 후공정 업체다.",'330860
,하나마이크론,42000 49800 40850 47950,"47,950",▲,"5,600","13.22","4,339,824","204,384","하나마이크론은 반도체 슈퍼사이클의 수혜가 기대되는 국내 1위 OSAT(반도체 후공정) 기업입니다.  중요 내용 하나마이크론은 반도체 패키징과 테스트 등 후공정 분야를 전문으로 하는 기업으로, 삼성전자, SK하이닉스 등을 주요 고객사로 두고 있습니다.  최근 메모리 반도체 수요 증가와 D램 가격 급등에 따른 '반도체 슈퍼사이클'의 대표적인 수혜주로 꼽히고 있습니다.  2025년 3분기 실적은 매출액 3966억원, 영업이익 400억원으로 시장 전망치를 상회할 것으로 예상됩니다. 이는 베트남 법인의 견조한 메모리 수요와 브라질 법인의 수익성 개선에 따른 것입니다.  과거 논란이 되었던 인적분할 계획을 철회한 바 있습니다.  최근 [특징주] 기사 2025년 10월 13일 [특징주] 하나마이크론, “슈퍼사이클 탄 K-메모리” 삼성·SK 호실적 유력에 낙수효과 '콸콸' 기사에서 전일 대비 14.58% 상승한 27,900원에 장을 마감했습니다.   (VCSEL)수직표면 발광레이져 광원의 핵심원천기술 개발  하나마이크론은 반도체 패키징(후공정), 테스트 전문기업이다. 앞서 한 언론보도에 따르면 삼성전자가 후공정 경쟁력 강화를 위해 하나마이크론에 1000억원 규모 설비임대 논의를 진행하고 있는 것으로 전해졌다.",'067310
증,오름테라퓨틱,62200 76600 60000 70600,"70,600",▲,"6,500","10.14","1,384,034","98,205","(25.10.31)[단독]세계적 기술력 인정받은 오름테라퓨틱, 글로벌 4대 콘퍼런스 국내 유일 초청 UBS 헬스케어 콘퍼런스는 UBS의 선택을 받아야지만 참여할 수 있다. 특히 글로벌 기업들의 요청과 니즈가 높은 기업 중 유망 기술 바이오텍이 초청받는 것으로 알려져 오름테라퓨틱의 이번 참가는 매우 큰 의미가 있다는 평가다.오름테라퓨틱은 세계 최초로 DAC 치료제 임상에 진입했다. 대표적인 파이프라인이 혈액암 치료제로 개발되고 있는 ORM-6151이다. 현재 미국 임상 1상을 진행 중인데, DAC 치료제로서 임상에 진입한 것은 ORM-6151이 유일하다.   (25.09.17)오름테라퓨틱 ""TP53 변이까지 겨냥…혈액암 전반 공략하는 DAC 신약 개발"" [KIW 2025] 회사는 DAC로 ORM-6151를 개발했다. 급성골수성백혈병(AML)에서 많이 발현되는 CD33을 겨냥한다. 현재 세계에서 유일하게 임상 중인 DAC 신약 후보물질이다. 비임상 결과 초저농도에서도 세포 사멸을 유도했으며, 화이자의 기존 ADC ‘마일로탁’ 대비 안전성 우위를 확보했다. 이 물질은 미국 BMS에 기술이전돼 AML 환자를 대상으로 초기 임상을 진행 중이다.혈액암 전반을 겨냥한 신약도 개발 중이다. ORM-1153은 세포 생존에 필수적인 단백질 GSPT1을 분해하는 DAC다. 비임상에서 TP53 변이에서도 효과를 보였으며 기존 TPD 대비 안전성도 높았다. 이 대표는 “ORM-1153은 다수 혈액암 적응증으로 확장이 가능한 자산”이라며 “올해 11월 공개되는 미국혈액학회(ASH) 초록 및 학회장에서 구체적인 비임상 데이터를 확인할 수 있을 것”이라고 덧붙였다.  세계최초 DAC",'475830
신,오리온홀딩스,25100 29400 24450 27700,"27,700",▲,"2,400","9.49","865,903","23,522",,'001800
신,미코,19100 24950 18630 22750,"22,750",▲,"2,650","13.18","6,432,338","144,481","차세대 전고체 배터리용 고체전해질 상용화 추진  미코는 '전고체 배터리용 고체 전해질' 상용화를 위해 UNIST 김건태 교수팀과 신규 물질에 대한 샘플테스트 및 특허출원을 완료한 상태다. 이번에 출원한 특허는 산화물계 고체 전해질 신규 물질이 도핑 된 고체 전해질 및 제조 방법으로 전기차 배터리의 성능을 높일 수 있는 핵심 소재다.  전기차의 핵심 부품인 배터리는 대부분 LiB(리튬이온배터리)로 전해질이 액체로 이뤄져 있어 이온전도도가 높은 대신 폭발 등에 대한 안정성에 위험을 가지고 있다. 반면 고체 전해질은 폭발 위험이 적어 안정성이 높을 뿐만 아니라 대용량, 고출력이 가능하다는 장점이 있다.  미코가 현재 개발중인 산화물계 고체전해질 신규 물질은 Sample Test 결과 최대 이온전도도 10-3Scm-1의 결과를 도출했고 현재 고체전해질과 양극 간의 계면 저항의 최소화를 위한 추가 연구가 활발하게 진행 중이다.  미코와 공동개발을 진행하고 있는 UNIST 김건태 교수는 ""전세계 전기차 보급율이 빠르게 높아지고 있는 가운데 안전성에 대한 이슈가 부각되고 있다""며 ""글로벌 완성차 업체들이 외부 충격에도 안정적인 산화물계 고체전해질 수요가 급증하고 있다""고 말했다.",'059090
신,삼표시멘트,10670 12280 10080 11690,"11,690",▲,"1,020","9.56","4,453,925","51,007",,'038500
신,제우스,10500 13000 10290 11550,"11,550",▲,"980","9.27","2,073,400","23,310","반도체 공정 불순물 제거장비 제조기술  유안타 ""제우스, 하반기 신규장비 개화…포토닉 자동화·로봇 수주 기대"" 미국 펄스포지사와 포토닉 자동화 장비 개발을 위해 협업을 진행하고 있다. 권명준 유안타증권 연구원은 ""타 디본딩 방식의 단점을 해결할 수 있는 방식이라는 점에서 주목을 받고 있으며, 국내외 기업과 협업을 진행하고 있다""며 ""국내외 반도체 일괄제조사(IDM)들이 내년에 신규 반도체 제조공장(Fab)을 구축할 예정이라는 점을 고려 시 연내 수주-내년 양산으로 진행될 가능성이 높다""고 예상했다. 산업용 로봇 관련 기술에도 주목했다. 이 회사는 로봇 관련 저전압 모터, 드라이버, 모션 알고리즘 기술을 보유하고 있으며, 회로 설계부터 펌웨어까지 자체 기술로 구현 가능하다. 이러한 기술을 바탕으로 관절로봇, 자율주행로봇(AMR) 등 다양한 제품군을 보유하고 있다.",'079370
,,,"",,"","","","",,
,,,"",,"","","","",,
